engagement_id,customer_id,email_opens,email_clicks,website_visits,loyalty_points_earned,last_engagement_date
59603,150443,0,0,2,4774,2024-04-12
59604,40169,19,4,25,4466,2024-09-11
59605,5802,17,4,30,1085,2024-03-25
59606,161326,8,4,7,3780,2024-08-07
59607,137921,10,4,20,4033,2024-02-29
59608,129657,2,5,10,2553,2024-12-08
59609,65658,1,2,0,3089,2024-01-28
59610,32384,15,7,47,4653,2024-04-01
59611,132440,15,6,44,3760,2024-02-13
59612,92772,12,3,47,3561,2024-05-03
59613,17217,3,3,45,3775,2024-08-14
59614,10700,14,3,6,4663,2024-03-24
59615,18899,2,4,38,13,2024-04-05
59616,163058,4,9,22,4259,2024-03-28
59617,125049,7,1,40,2544,2024-07-16
59618,95870,6,6,39,1629,2024-02-19
59619,122764,8,1,21,1152,2024-01-11
59620,14162,14,1,12,101,2024-03-25
59621,42713,5,7,16,2064,2024-02-24
59622,120209,11,7,43,865,2024-10-13
59623,146797,3,2,11,4986,2024-11-15
59624,115660,13,2,44,4604,2024-04-29
59625,25070,4,6,41,2555,2024-09-04
59626,8825,15,2,22,4870,2024-06-15
59627,55623,9,4,14,2648,2024-01-24
59628,3574,13,4,38,120,2024-02-28
59629,71935,18,7,15,4955,2024-06-11
59630,122659,4,9,45,4525,2024-01-10
59631,95634,2,4,8,1234,2024-11-29
59632,40708,9,7,39,2098,2024-01-05
59633,103274,19,8,43,1551,2024-06-07
59634,186444,14,3,19,1435,2024-11-22
59635,121007,3,8,40,3247,2024-07-15
59636,59530,4,7,11,1546,2024-11-28
59637,20607,0,7,8,4675,2024-07-29
59638,52066,8,4,6,4462,2024-12-03
59639,102636,9,2,45,4018,2024-01-16
59640,197928,19,7,34,448,2024-11-13
59641,85364,16,7,45,4004,2024-05-14
59642,26538,11,6,7,2586,2024-09-08
59643,81048,7,2,43,4110,2024-05-04
59644,87328,11,2,5,4461,2024-09-24
59645,184326,2,1,40,3221,2024-07-28
59646,198167,12,6,18,477,2024-04-10
59647,195950,3,7,24,2055,2024-01-29
59648,56284,3,4,6,2401,2024-09-08
59649,91080,10,0,40,4541,2024-08-13
59650,14091,7,3,44,359,2024-09-05
59651,74078,15,1,44,2067,2024-01-15
59652,65129,7,1,7,2993,2024-09-05
59653,132510,5,7,46,4819,2024-09-11
59654,191289,6,8,9,2280,2024-11-20
59655,1594,8,4,12,2930,2024-09-19
59656,72098,3,2,45,3708,2024-04-08
59657,64743,19,1,1,1222,2024-01-27
59658,91112,4,5,13,4770,2024-08-20
59659,147748,11,8,10,4642,2024-05-24
59660,147759,15,8,32,1431,2024-10-11
59661,22689,4,3,20,2394,2024-01-14
59662,77768,0,9,12,3998,2024-07-11
59663,47558,18,3,9,66,2024-05-31
59664,89139,17,6,18,237,2024-12-22
59665,41467,11,4,29,4029,2024-01-05
59666,130501,7,8,30,1662,2024-01-26
59667,40427,2,2,25,626,2024-01-19
59668,192936,8,9,11,2319,2024-04-02
59669,26343,15,6,21,4711,2024-04-06
59670,9475,11,3,31,4974,2024-12-11
59671,37972,3,1,20,905,2024-03-19
59672,137515,9,9,48,164,2024-03-29
59673,184535,15,4,40,1094,2024-06-21
59674,65898,9,6,18,1593,2024-05-02
59675,31961,7,1,28,3879,2024-03-27
59676,58834,17,7,37,4609,2024-05-21
59677,38808,5,7,31,2346,2024-07-21
59678,198030,7,1,19,1773,2024-07-07
59679,3583,6,2,26,1838,2024-04-11
59680,21162,4,6,36,2461,2024-11-15
59681,120441,0,2,23,4097,2024-02-09
59682,194401,12,7,26,368,2024-11-24
59683,54980,9,3,48,3405,2024-08-06
59684,2213,1,3,22,2439,2024-06-18
59685,14566,15,1,23,1723,2024-10-14
59686,182376,14,5,15,3351,2024-07-26
59687,116562,16,5,32,3065,2024-06-26
59688,146735,13,8,36,362,2024-10-04
59689,68049,10,4,26,2904,2024-07-06
59690,44277,11,4,45,2916,2024-10-02
59691,676,10,2,16,2075,2024-12-05
59692,116599,15,0,23,3281,2024-06-21
59693,198405,5,9,0,2710,2024-10-06
59694,10542,10,8,32,346,2024-09-27
59695,118645,14,8,25,1309,2024-08-07
59696,124775,16,9,2,3615,2024-05-28
59697,3487,0,0,5,4922,2024-05-09
59698,31986,5,4,24,1391,2024-02-15
59699,60908,3,7,17,3788,2024-09-04
59700,5803,4,7,39,2010,2024-10-10
59701,186643,16,8,45,3345,2024-12-01
59702,162819,1,9,29,1998,2024-04-09
59703,96908,19,7,28,3692,2024-10-30
59704,41234,3,8,13,3051,2024-09-28
59705,152014,2,8,45,493,2024-01-19
59706,84024,3,8,1,2447,2024-04-16
59707,99206,12,2,41,4700,2024-02-22
59708,120387,9,9,34,149,2024-01-18
59709,96246,0,9,36,1870,2024-06-09
59710,131934,12,0,25,111,2024-10-23
59711,96723,7,0,16,458,2024-01-02
59712,43305,4,1,5,3077,2024-10-19
59713,38254,1,2,31,883,2024-02-12
59714,53606,4,3,0,4004,2024-08-25
59715,174073,18,7,20,530,2024-03-31
59716,13911,16,1,45,2502,2024-07-02
59717,15211,18,5,3,1240,2024-08-25
59718,21872,9,8,32,4550,2024-07-25
59719,62357,12,2,6,3873,2024-04-25
59720,172409,8,3,24,1507,2024-08-13
59721,70335,16,1,29,1786,2024-06-29
59722,122103,6,8,10,2890,2024-11-08
59723,150068,13,7,3,1107,2024-07-28
59724,83532,18,5,24,1888,2024-01-13
59725,174758,8,2,39,200,2024-10-10
59726,141493,19,3,34,325,2024-02-15
59727,136812,19,7,18,3461,2024-08-28
59728,101447,16,6,27,4853,2024-01-01
59729,144321,11,2,32,3761,2024-03-02
59730,162490,0,4,36,1576,2024-08-26
59731,94290,5,1,39,1729,2024-04-02
59732,92833,5,0,28,4046,2024-11-19
59733,84271,10,8,16,1159,2024-07-31
59734,180003,1,3,0,1003,2024-01-14
59735,130673,15,9,32,1044,2024-11-19
59736,127288,17,7,45,726,2024-08-02
59737,78673,2,6,15,579,2024-08-31
59738,67708,13,2,10,497,2024-08-02
59739,11883,4,8,16,2877,2024-12-12
59740,140603,19,7,19,3557,2024-09-26
59741,77348,13,7,43,4339,2024-05-07
59742,5603,15,2,23,382,2024-04-23
59743,24496,11,2,37,3513,2024-04-27
59744,153855,6,8,33,1630,2024-09-06
59745,84582,7,8,34,3936,2024-09-15
59746,65364,9,4,1,4619,2024-11-16
59747,72811,18,1,44,3093,2024-01-07
59748,162340,11,0,13,1085,2024-08-29
59749,98569,8,2,14,2923,2024-09-27
59750,1522,18,0,21,1285,2024-12-14
59751,19973,9,0,4,192,2024-09-17
59752,105429,16,2,6,3725,2024-02-13
59753,72332,12,2,3,3025,2024-01-23
59754,152743,8,0,3,3449,2024-01-18
59755,33844,12,1,25,379,2024-03-10
59756,179687,0,4,19,4105,2024-10-03
59757,18260,7,3,1,4243,2024-07-15
59758,109356,3,7,3,2182,2024-03-23
59759,65885,5,2,45,4054,2024-06-12
59760,31666,8,9,24,3360,2024-05-05
59761,186797,7,6,23,835,2024-09-06
59762,59533,7,7,6,2623,2024-08-30
59763,81570,16,9,2,455,2024-02-16
59764,120447,5,0,9,1097,2024-01-13
59765,73236,11,1,23,4383,2024-10-24
59766,199856,13,3,35,3010,2024-12-01
59767,73656,19,5,5,317,2024-08-21
59768,135891,6,9,34,663,2024-12-26
59769,86395,17,2,33,981,2024-02-23
59770,136059,18,5,38,4321,2024-01-28
59771,195979,13,8,47,2428,2024-09-05
59772,187426,6,6,29,883,2024-09-23
59773,176347,19,0,46,2078,2024-05-27
59774,87666,7,5,42,4629,2024-04-02
59775,93516,14,7,45,4916,2024-02-06
59776,181544,7,2,32,3519,2024-02-02
59777,5689,7,8,33,864,2024-04-17
59778,35080,6,4,30,2493,2024-02-22
59779,114312,5,3,28,2966,2024-07-22
59780,67028,15,7,21,3731,2024-08-10
59781,86568,5,2,49,742,2024-03-17
59782,60038,3,7,23,1053,2024-11-26
59783,194302,12,7,5,1148,2024-11-28
59784,136188,6,0,32,4693,2024-06-13
59785,43604,11,8,19,4927,2024-09-28
59786,63737,6,9,20,1632,2024-12-19
59787,194827,19,3,33,800,2024-08-13
59788,184782,18,1,34,1427,2024-09-15
59789,6447,18,1,8,30,2024-06-22
59790,133525,3,6,27,3061,2024-04-18
59791,174582,1,6,48,4366,2024-06-26
59792,30526,15,0,2,675,2024-10-14
59793,102541,0,3,14,1436,2024-10-18
59794,142361,12,6,49,1120,2024-02-12
59795,166554,18,7,30,3356,2024-01-09
59796,161017,1,3,8,1942,2024-12-07
59797,33082,19,1,5,3952,2024-11-05
59798,191375,10,1,11,4024,2024-12-28
59799,195254,7,6,34,3471,2024-03-21
59800,96095,18,2,0,504,2024-08-05
59801,168780,5,4,47,3247,2024-04-23
59802,153909,10,9,38,1336,2024-04-03
59803,196517,3,1,4,2771,2024-10-20
59804,132291,0,1,27,1021,2024-08-13
59805,149873,14,1,37,2106,2024-05-03
59806,100304,11,7,18,468,2024-02-27
59807,39640,18,3,11,2542,2024-08-29
59808,140814,8,4,17,845,2024-08-12
59809,187916,19,0,2,4719,2024-11-13
59810,113469,9,6,45,3250,2024-06-05
59811,106796,0,0,44,3297,2024-09-01
59812,180777,4,9,47,2438,2024-06-17
59813,83938,17,1,41,4574,2024-11-10
59814,11491,18,1,11,3468,2024-08-25
59815,38853,15,2,16,358,2024-03-17
59816,141854,14,4,36,1969,2024-03-16
59817,33808,13,4,45,461,2024-03-09
59818,75567,2,7,47,4749,2024-06-07
59819,66105,9,8,48,860,2024-11-06
59820,195655,10,0,28,2070,2024-02-10
59821,78720,1,6,48,3723,2024-05-05
59822,158772,1,7,31,3618,2024-10-25
59823,54188,7,2,10,2788,2024-02-12
59824,175756,8,3,15,1021,2024-09-14
59825,23513,15,1,1,594,2024-06-01
59826,55834,19,9,29,2759,2024-08-02
59827,152869,5,5,5,3472,2024-05-29
59828,153146,17,7,39,2478,2024-11-01
59829,159473,10,9,27,2616,2024-05-20
59830,130386,15,0,39,1403,2024-01-17
59831,143695,5,6,38,1959,2024-04-08
59832,94937,7,0,39,1953,2024-02-07
59833,175778,6,8,4,2859,2024-12-29
59834,58855,11,9,43,598,2024-01-28
59835,146669,2,7,9,2008,2024-03-16
59836,84478,10,9,1,4856,2024-08-03
59837,103183,13,8,12,3887,2024-03-09
59838,67292,16,8,2,2423,2024-08-31
59839,1296,7,3,16,1347,2024-08-24
59840,170352,1,1,30,4095,2024-02-12
59841,152098,0,4,25,4449,2024-02-06
59842,3336,16,8,12,4429,2024-08-24
59843,177433,5,3,19,1769,2024-05-26
59844,88962,6,9,5,4153,2024-01-26
59845,18861,15,3,40,1059,2024-04-05
59846,38091,10,1,39,1345,2024-10-24
59847,197887,14,3,10,2500,2024-02-10
59848,8998,17,1,4,4678,2024-10-06
59849,100428,18,9,36,288,2024-02-27
59850,98259,10,2,31,729,2024-02-01
59851,128879,16,9,40,410,2024-08-27
59852,93644,17,4,29,429,2024-01-26
59853,72594,1,4,38,1240,2024-03-20
59854,48638,8,9,5,3081,2024-02-27
59855,197939,17,0,32,4785,2024-12-04
59856,172942,12,0,41,4413,2024-09-19
59857,97917,6,9,31,2447,2024-01-16
59858,93291,0,9,33,4568,2024-01-26
59859,13142,11,1,4,2590,2024-01-01
59860,157044,0,0,49,1821,2024-08-20
59861,94937,10,7,18,3096,2024-02-03
59862,71873,19,6,41,3642,2024-06-13
59863,73817,13,6,9,2547,2024-02-29
59864,21209,6,4,16,2695,2024-07-31
59865,47801,10,2,19,3611,2024-01-22
59866,2016,8,9,17,4520,2024-07-07
59867,25689,17,8,21,4659,2024-04-13
59868,135068,0,4,28,682,2024-09-13
59869,63598,15,4,37,1441,2024-01-24
59870,197631,15,8,33,1435,2024-11-22
59871,84929,12,6,3,2127,2024-02-03
59872,176914,6,5,19,4836,2024-04-03
59873,158222,11,3,42,4091,2024-03-06
59874,118064,13,8,46,14,2024-02-28
59875,141964,6,7,9,407,2024-04-22
59876,6087,5,0,27,479,2024-10-09
59877,8445,0,2,26,176,2024-12-04
59878,123529,14,3,31,1651,2024-06-18
59879,191416,17,8,31,4224,2024-02-23
59880,73568,14,3,0,1876,2024-02-03
59881,167633,7,9,16,4511,2024-11-05
59882,20828,10,2,5,67,2024-06-25
59883,66261,15,1,31,3215,2024-02-15
59884,161125,15,6,33,4073,2024-11-29
59885,61747,19,4,23,4439,2024-07-05
59886,171577,5,8,10,3098,2024-03-14
59887,108046,14,3,30,421,2024-10-18
59888,22138,4,4,24,3322,2024-12-23
59889,26414,12,5,7,3227,2024-12-28
59890,46670,18,0,10,4089,2024-05-29
59891,125069,18,0,47,1175,2024-10-28
59892,135627,10,2,13,3223,2024-07-05
59893,133262,1,4,38,1428,2024-06-13
59894,155534,13,6,29,1201,2024-05-01
59895,29783,17,4,6,1746,2024-06-24
59896,124820,0,8,20,4109,2024-05-28
59897,199439,2,0,34,3328,2024-01-28
59898,198883,0,3,21,1284,2024-07-17
59899,193740,4,7,6,2249,2024-09-09
59900,98153,8,4,10,3330,2024-07-08
59901,46136,4,3,35,2013,2024-01-29
59902,96393,2,2,42,1661,2024-03-16
59903,82640,17,2,41,3311,2024-03-15
59904,72743,4,8,5,1798,2024-12-21
59905,139226,1,2,21,740,2024-11-29
59906,142791,13,7,5,1048,2024-02-14
59907,159917,10,3,42,3018,2024-06-09
59908,106420,19,6,13,3941,2024-10-22
59909,198947,2,0,24,4575,2024-12-03
59910,42099,17,2,4,2734,2024-05-26
59911,6767,8,2,21,1921,2024-03-05
59912,131824,9,2,27,2910,2024-11-03
59913,73841,11,2,21,90,2024-05-28
59914,162127,18,8,41,4413,2024-05-14
59915,162587,10,9,37,3398,2024-02-27
59916,197933,9,5,47,3134,2024-07-06
59917,114645,0,6,18,4734,2024-02-07
59918,106311,16,8,7,4048,2024-07-28
59919,14816,19,9,3,1241,2024-08-31
59920,75097,12,0,24,3132,2024-12-23
59921,118934,12,9,49,4446,2024-09-30
59922,134901,15,1,29,4786,2024-09-17
59923,41531,6,5,21,2326,2024-08-07
59924,78031,3,6,19,639,2024-08-11
59925,80616,12,3,40,1675,2024-12-27
59926,88476,19,3,48,3360,2024-07-27
59927,159516,5,3,7,3389,2024-01-10
59928,144126,15,6,31,2344,2024-02-22
59929,161104,10,0,7,2100,2024-04-23
59930,14651,3,8,47,2835,2024-07-24
59931,197373,6,6,19,1373,2024-07-27
59932,60017,16,3,38,673,2024-12-22
59933,183193,7,8,1,173,2024-04-06
59934,98646,13,1,10,1048,2024-01-04
59935,91939,17,0,40,3919,2024-04-23
59936,193461,9,2,48,556,2024-01-28
59937,170361,11,6,24,1826,2024-02-21
59938,78364,15,5,48,4764,2024-01-21
59939,74127,12,0,6,3440,2024-01-02
59940,149164,7,2,36,3487,2024-07-30
59941,67809,10,1,21,3103,2024-11-12
59942,49220,15,2,38,1205,2024-11-23
59943,52813,10,6,4,1582,2024-11-15
59944,20946,19,7,7,1763,2024-06-25
59945,100358,1,4,18,2133,2024-11-11
59946,121724,16,1,34,384,2024-05-07
59947,149755,9,3,28,955,2024-06-11
59948,9725,15,4,16,4487,2024-06-13
59949,62058,3,3,8,3818,2024-09-23
59950,33935,15,8,37,1482,2024-12-27
59951,148120,13,0,35,3386,2024-12-04
59952,74585,14,0,33,2810,2024-03-13
59953,107653,1,9,6,2685,2024-10-02
59954,2983,7,6,10,4391,2024-09-15
59955,155691,4,4,19,1692,2024-01-06
59956,49923,3,8,7,278,2024-07-10
59957,35749,13,4,31,3144,2024-11-29
59958,128764,13,6,41,3706,2024-06-07
59959,32966,4,8,0,4809,2024-03-21
59960,146292,0,6,32,4,2024-05-03
59961,4495,13,8,25,3079,2024-02-26
59962,192911,3,5,47,263,2024-04-26
59963,70705,3,6,42,2152,2024-12-27
59964,178770,18,9,39,466,2024-09-12
59965,2683,6,2,40,3467,2024-08-16
59966,138246,16,9,48,2584,2024-12-24
59967,37739,8,8,14,1671,2024-11-14
59968,10036,0,4,45,3421,2024-04-12
59969,105720,9,9,16,1719,2024-11-27
59970,131226,1,7,40,3152,2024-05-22
59971,12039,14,9,27,55,2024-12-17
59972,83709,19,1,27,2902,2024-11-07
59973,21285,16,1,29,3113,2024-10-03
59974,36962,7,1,20,116,2024-02-04
59975,159411,6,2,38,3638,2024-04-13
59976,118642,17,1,31,2804,2024-06-03
59977,41774,12,0,28,2007,2024-02-13
59978,91856,1,1,9,3499,2024-11-05
59979,87570,3,5,17,3432,2024-09-07
59980,43228,7,9,13,3872,2024-01-16
59981,63299,4,5,43,2820,2024-11-04
59982,108109,4,0,21,2420,2024-10-14
59983,91841,5,9,35,2952,2024-06-28
59984,136544,7,4,25,4508,2024-06-12
59985,95175,16,9,11,2102,2024-04-27
59986,175558,17,6,12,2826,2024-05-06
59987,40467,1,2,42,3607,2024-02-09
59988,58245,10,5,36,287,2024-04-30
59989,18611,4,9,46,910,2024-04-16
59990,8778,2,4,24,10,2024-08-25
59991,142826,14,3,23,267,2024-12-09
59992,192097,8,3,38,4172,2024-09-19
59993,128893,16,4,33,352,2024-10-16
59994,150714,14,1,43,1980,2024-12-24
59995,78276,4,4,1,138,2024-04-21
59996,189363,17,3,48,1831,2024-11-16
59997,159558,8,2,12,2252,2024-01-30
59998,61808,17,9,9,4309,2024-08-06
59999,155084,5,7,14,4947,2024-04-21
60000,61409,15,8,13,4288,2024-04-08
60001,144838,3,0,31,4246,2024-03-27
60002,184965,7,4,44,2339,2024-11-07
60003,91502,16,4,37,4510,2024-12-16
60004,133055,3,0,41,4617,2024-07-19
60005,167031,12,9,21,4876,2024-02-27
60006,99465,7,1,10,131,2024-12-02
60007,163723,18,7,38,2412,2024-07-01
60008,20074,5,0,29,1837,2024-04-11
60009,80542,9,1,45,2809,2024-09-28
60010,177369,19,6,1,1978,2024-10-04
60011,64143,18,1,33,1833,2024-02-21
60012,75267,2,1,37,2553,2024-12-29
60013,92462,9,8,11,1061,2024-06-20
60014,6970,2,0,44,4915,2024-02-20
60015,176000,5,7,38,2249,2024-12-02
60016,52956,9,8,11,3320,2024-04-16
60017,188476,13,6,35,4499,2024-08-22
60018,70726,19,7,40,2176,2024-06-12
60019,72018,3,9,28,3959,2024-03-17
60020,64398,1,4,1,4509,2024-12-08
60021,45727,0,8,3,2693,2024-09-05
60022,156671,13,6,47,274,2024-05-09
60023,136450,17,4,8,350,2024-09-07
60024,147630,5,9,4,3946,2024-04-14
60025,94263,14,4,36,3821,2024-07-16
60026,139810,3,4,48,1841,2024-09-19
60027,36398,3,4,33,2322,2024-06-12
60028,85230,19,0,9,383,2024-08-04
60029,171278,0,8,47,242,2024-04-16
60030,72231,6,0,0,402,2024-09-15
60031,189010,4,2,6,1125,2024-04-14
60032,141640,9,8,47,2675,2024-11-11
60033,133584,0,8,44,4389,2024-01-20
60034,85206,11,8,2,865,2024-09-17
60035,123279,18,6,44,1456,2024-05-30
60036,27757,18,4,1,4427,2024-07-04
60037,15504,7,4,42,4679,2024-10-28
60038,24615,7,0,40,4771,2024-10-05
60039,140047,7,8,15,3494,2024-07-09
60040,184974,0,0,43,1317,2024-09-20
60041,105983,2,5,45,888,2024-04-12
60042,67631,17,2,34,3344,2024-08-31
60043,178705,4,7,42,1459,2024-06-25
60044,46594,19,3,25,418,2024-07-30
60045,53636,14,1,33,2010,2024-06-15
60046,101192,18,2,28,3154,2024-10-27
60047,132251,12,8,33,3,2024-05-20
60048,84721,14,0,48,1622,2024-11-04
60049,190829,7,5,12,3128,2024-02-09
60050,144754,19,0,23,492,2024-05-11
60051,6537,2,7,5,4745,2024-11-10
60052,35554,4,2,14,2138,2024-11-16
60053,119082,16,0,20,2539,2024-12-17
60054,118458,3,1,22,843,2024-06-23
60055,74834,11,6,36,4915,2024-10-19
60056,186063,13,2,6,1501,2024-02-28
60057,17896,10,4,48,4000,2024-09-20
60058,128860,16,8,28,2474,2024-02-22
60059,195344,15,1,18,2796,2024-06-11
60060,149593,14,6,30,3664,2024-08-04
60061,184926,17,1,41,2036,2024-06-23
60062,8752,3,7,28,2487,2024-03-05
60063,34746,19,8,42,1750,2024-04-08
60064,149840,18,8,29,2551,2024-09-01
60065,38763,11,2,47,399,2024-07-18
60066,126905,14,3,31,609,2024-03-03
60067,198004,12,3,49,4884,2024-10-25
60068,69316,0,6,39,462,2024-03-20
60069,91256,19,5,17,3246,2024-08-27
60070,187259,15,6,41,705,2024-10-24
60071,49872,11,1,16,2593,2024-08-31
60072,130810,10,0,35,1986,2024-02-12
60073,99199,13,2,28,2084,2024-07-10
60074,107503,9,1,1,2628,2024-03-24
60075,40975,6,5,24,1089,2024-02-27
60076,60367,8,6,5,2669,2024-05-14
60077,199068,19,7,22,531,2024-03-18
60078,131465,3,2,48,4494,2024-12-27
60079,166831,0,8,41,1128,2024-03-13
60080,18498,12,9,0,128,2024-02-25
60081,167149,10,3,33,3067,2024-01-24
60082,40527,6,5,27,3397,2024-10-17
60083,18372,9,5,23,4101,2024-06-27
60084,70497,19,8,46,30,2024-01-31
60085,173647,8,1,28,1013,2024-03-29
60086,187412,15,8,30,2206,2024-10-15
60087,62138,5,6,7,3036,2024-01-14
60088,49657,1,1,18,1313,2024-12-14
60089,69588,11,4,34,2196,2024-06-20
60090,138,11,9,30,453,2024-11-14
60091,24337,6,9,11,182,2024-11-14
60092,128414,2,9,21,440,2024-04-04
60093,168125,2,0,14,503,2024-02-06
60094,69138,16,5,6,29,2024-07-16
60095,137854,10,5,31,525,2024-01-14
60096,73560,17,5,14,4209,2024-09-18
60097,119664,9,6,22,3206,2024-12-28
60098,84965,11,3,35,1981,2024-01-20
60099,12115,1,9,26,4559,2024-06-18
60100,113005,0,5,29,1407,2024-07-21
60101,43721,9,3,26,3530,2024-03-04
60102,45272,7,2,46,857,2024-09-02
60103,90991,0,1,23,3657,2024-07-09
60104,65878,8,2,37,4076,2024-03-24
60105,125958,17,7,6,705,2024-08-04
60106,136503,18,0,22,2639,2024-04-06
60107,29207,4,2,39,3457,2024-12-20
60108,9845,15,8,27,2413,2024-09-02
60109,172230,14,4,5,677,2024-09-13
60110,171198,15,9,29,3095,2024-02-17
60111,17135,13,0,23,2339,2024-05-17
60112,41858,14,7,1,558,2024-06-12
60113,25739,19,4,31,833,2024-11-09
60114,24815,6,4,26,3284,2024-12-20
60115,147995,15,9,3,2966,2024-12-28
60116,182385,8,4,49,1390,2024-04-10
60117,4807,8,0,32,2707,2024-04-23
60118,130209,4,5,38,1092,2024-04-20
60119,128480,19,2,34,2474,2024-06-16
60120,135410,3,1,14,4152,2024-10-30
60121,112455,5,8,32,4944,2024-05-20
60122,2955,1,0,31,3399,2024-03-30
60123,43644,1,7,34,2462,2024-06-18
60124,172943,7,3,37,3641,2024-12-04
60125,27921,8,6,20,4943,2024-07-12
60126,41248,6,8,36,1102,2024-07-17
60127,168886,11,1,8,3773,2024-10-20
60128,76309,16,7,7,242,2024-05-28
60129,65563,5,6,31,990,2024-03-11
60130,128162,16,5,13,2578,2024-03-22
60131,94243,3,7,16,1097,2024-01-02
60132,9621,0,9,39,31,2024-01-25
60133,35877,1,9,1,4564,2024-08-17
60134,15504,9,5,22,3909,2024-08-21
60135,95004,17,7,26,3497,2024-10-24
60136,192662,8,2,16,3643,2024-02-11
60137,149026,14,9,24,4110,2024-12-24
60138,166224,12,9,20,227,2024-07-13
60139,103163,2,8,9,448,2024-10-18
60140,113276,11,4,46,3093,2024-09-15
60141,177279,8,7,20,1527,2024-05-18
60142,8999,5,4,23,1698,2024-11-12
60143,123550,14,9,11,2400,2024-08-22
60144,2805,4,6,11,2829,2024-09-12
60145,96062,9,2,37,1207,2024-08-29
60146,137558,9,0,6,3190,2024-02-03
60147,166158,9,7,1,4773,2024-11-24
60148,64404,19,7,11,4233,2024-11-30
60149,54585,0,3,3,382,2024-07-23
60150,85428,12,0,18,2244,2024-09-01
60151,39551,11,3,6,4920,2024-08-16
60152,42909,13,8,29,161,2024-06-13
60153,20220,11,1,24,250,2024-01-19
60154,20094,0,6,23,2788,2024-11-24
60155,188604,7,7,35,1185,2024-10-17
60156,173840,7,5,16,334,2024-01-17
60157,110475,6,3,44,3929,2024-04-12
60158,49335,13,5,47,2248,2024-07-15
60159,164238,6,8,8,382,2024-11-30
60160,105885,17,4,2,347,2024-11-14
60161,2600,8,1,2,3392,2024-10-03
60162,199114,13,1,19,4088,2024-07-16
60163,156727,6,7,15,2792,2024-05-28
60164,79977,15,0,40,2653,2024-09-29
60165,43296,11,2,33,371,2024-04-07
60166,79941,2,1,10,2149,2024-01-18
60167,66,10,5,40,242,2024-10-15
60168,93913,4,6,22,2153,2024-10-22
60169,182217,12,9,34,356,2024-08-01
60170,12179,12,0,34,2171,2024-10-30
60171,123328,17,1,15,1084,2024-01-27
60172,145567,14,8,16,2376,2024-02-25
60173,155487,1,5,45,4089,2024-08-30
60174,194595,11,8,48,4622,2024-08-06
60175,21807,18,8,46,667,2024-03-07
60176,106144,7,2,12,4159,2024-07-04
60177,76258,11,0,41,3727,2024-10-01
60178,197587,4,2,49,754,2024-05-22
60179,28116,3,4,22,2922,2024-03-24
60180,184457,12,4,9,4691,2024-05-09
60181,25896,19,6,11,3664,2024-09-26
60182,30773,3,5,34,4668,2024-06-01
60183,51674,17,2,44,3697,2024-12-20
60184,59869,5,6,22,750,2024-06-23
60185,133281,2,5,18,27,2024-12-02
60186,125347,0,9,35,4065,2024-09-29
60187,142688,9,6,19,1542,2024-09-17
60188,86437,17,7,16,2248,2024-02-01
60189,103695,7,2,41,1019,2024-09-17
60190,61380,14,7,9,616,2024-08-08
60191,9347,8,4,45,4200,2024-02-26
60192,24658,9,9,31,4904,2024-02-27
60193,56781,12,1,38,2500,2024-04-21
60194,131331,14,7,36,2887,2024-08-11
60195,61379,10,7,21,1013,2024-12-20
60196,53498,7,2,1,2227,2024-04-04
60197,877,14,2,40,837,2024-07-13
60198,12282,10,6,28,1618,2024-08-25
60199,169521,13,6,40,17,2024-09-18
60200,142610,1,8,0,1760,2024-12-30
60201,166688,5,5,12,2504,2024-11-15
60202,111990,14,7,49,4290,2024-04-19
60203,194396,14,8,33,3707,2024-06-11
60204,196701,8,8,43,4101,2024-08-05
60205,98413,3,9,18,2844,2024-08-04
60206,62073,7,0,47,1927,2024-06-21
60207,135453,14,2,32,2931,2024-08-20
60208,30915,5,9,36,4248,2024-12-08
60209,79638,7,7,40,3893,2024-11-15
60210,165299,18,7,18,4648,2024-07-04
60211,128433,10,0,30,1825,2024-02-14
60212,173251,9,9,0,3701,2024-09-02
60213,123925,8,7,47,766,2024-11-15
60214,63804,10,9,46,671,2024-11-05
60215,122329,1,5,43,194,2024-12-25
60216,153455,11,2,18,4991,2024-10-10
60217,28943,13,3,19,2838,2024-10-12
60218,121977,9,3,15,4926,2024-10-10
60219,12736,4,1,42,3054,2024-12-03
60220,189708,14,7,46,3290,2024-07-29
60221,164747,19,1,39,1247,2024-03-17
60222,167199,6,8,34,602,2024-07-21
60223,140998,13,9,4,3021,2024-08-21
60224,185547,6,2,27,1811,2024-11-07
60225,2809,13,6,9,409,2024-08-13
60226,198174,14,3,33,3141,2024-12-24
60227,111260,10,8,37,1489,2024-02-11
60228,133753,2,9,38,2417,2024-05-19
60229,172637,5,6,23,4462,2024-02-14
60230,147269,16,9,48,2364,2024-01-30
60231,56765,14,3,48,2510,2024-01-06
60232,22722,11,6,1,2014,2024-10-18
60233,161781,2,8,43,107,2024-09-22
60234,97087,9,2,0,2157,2024-03-17
60235,141417,4,8,32,2233,2024-02-28
60236,116821,6,7,5,884,2024-05-30
60237,56577,10,6,11,3415,2024-04-24
60238,133723,6,3,32,2456,2024-10-21
60239,34624,17,9,4,1932,2024-09-15
60240,131923,2,4,24,600,2024-05-10
60241,77520,10,8,28,401,2024-05-29
60242,176908,15,6,3,51,2024-01-03
